event_id,teacher_id,week_start,event_type,event_count
E00256,U013,2024-11-18,plan_viewed,1
E00257,U013,2024-11-18,plan_shared,9
E00258,U013,2024-11-18,plan_created,10
E00259,U013,2024-10-28,plan_viewed,12
E00260,U014,2025-08-04,plan_created,6
E00261,U014,2025-04-14,login,1
E00262,U014,2025-04-14,plan_viewed,11
E00263,U014,2025-04-14,plan_created,2
E00264,U014,2025-07-07,login,8
E00265,U014,2025-07-07,plan_created,6
E00266,U014,2025-04-07,login,5
E00267,U014,2025-04-07,plan_shared,5
E00268,U014,2025-04-07,feedback_given,11
E00269,U014,2025-09-01,plan_shared,12
E00270,U014,2025-09-01,feedback_given,4
E00271,U014,2025-09-01,plan_viewed,2
E00272,U014,2025-05-12,login,8
E00273,U014,2025-05-12,plan_shared,2
E00274,U014,2025-05-12,feedback_given,3
E00275,U014,2025-06-30,plan_created,1
E00276,U014,2025-06-30,login,7
E00277,U014,2025-02-17,plan_shared,2
E00278,U014,2025-02-17,feedback_given,6
E00279,U014,2025-08-11,login,5
E00280,U014,2025-08-11,feedback_given,10
E00281,U014,2025-07-28,feedback_given,8
E00282,U014,2025-07-28,login,12
E00283,U014,2025-07-28,plan_viewed,7
E00284,U014,2025-03-03,login,3
E00285,U014,2025-07-28,feedback_given,9
E00286,U014,2025-07-28,plan_shared,9
E00287,U014,2025-07-28,plan_viewed,2
E00288,U014,2025-03-24,feedback_given,12
E00289,U014,2025-03-24,plan_created,3
E00290,U014,2025-08-25,plan_created,2
E00291,U014,2025-08-25,feedback_given,2
E00292,U014,2025-06-02,plan_viewed,3
E00293,U014,2025-06-02,plan_created,2
E00294,U014,2025-06-02,login,6
E00295,U015,2024-09-02,plan_viewed,1
E00296,U015,2024-09-02,feedback_given,3
E00297,U015,2024-05-27,feedback_given,5
E00298,U015,2024-05-27,plan_created,4
E00299,U015,2024-05-27,plan_shared,3
E00300,U015,2024-10-28,plan_created,9
E00301,U015,2024-08-26,plan_created,7
E00302,U015,2024-10-21,plan_viewed,7
E00303,U015,2024-10-21,feedback_given,8
E00304,U015,2024-10-21,plan_shared,12
E00305,U015,2024-12-16,plan_shared,9
E00306,U015,2024-12-30,feedback_given,3
E00307,U015,2024-12-30,login,12
E00308,U015,2024-08-12,login,11
E00309,U015,2024-12-23,feedback_given,7
E00310,U015,2024-12-23,plan_shared,6
E00311,U015,2024-11-18,feedback_given,12
E00312,U015,2024-07-22,plan_created,1
E00313,U015,2024-07-22,plan_shared,10
E00314,U015,2024-07-22,plan_viewed,11
E00315,U016,2025-02-24,plan_created,10
E00316,U016,2025-02-24,login,9
E00317,U016,2025-02-24,feedback_given,10
E00318,U016,2024-11-04,login,9
E00319,U016,2024-11-04,plan_shared,1
E00320,U016,2024-11-04,feedback_given,2
E00321,U016,2025-06-09,plan_created,5
E00322,U016,2025-01-13,login,8
E00323,U016,2024-11-18,login,10
E00324,U016,2024-11-18,plan_viewed,1
E00325,U016,2024-11-18,plan_shared,8
E00326,U016,2024-10-21,feedback_given,7
E00327,U016,2024-10-21,plan_shared,1
E00328,U016,2025-06-02,feedback_given,2
E00329,U016,2025-06-02,plan_viewed,2
E00330,U016,2024-11-25,plan_shared,3
E00331,U016,2024-11-25,plan_viewed,5
E00332,U016,2024-11-25,plan_created,2
E00333,U016,2024-12-16,feedback_given,1
E00334,U016,2024-12-16,plan_shared,10
E00335,U016,2025-03-03,plan_created,12
E00336,U016,2024-11-04,feedback_given,6
E00337,U016,2024-11-04,plan_created,3
E00338,U016,2025-04-14,plan_viewed,2
E00339,U016,2025-04-14,feedback_given,1
E00340,U016,2025-01-06,login,10
E00341,U016,2025-01-27,login,2
E00342,U016,2025-01-27,feedback_given,5
E00343,U016,2024-11-04,feedback_given,2
E00344,U016,2024-11-04,login,8
E00345,U016,2024-10-21,plan_shared,5
E00346,U016,2024-10-21,plan_created,9
E00347,U016,2025-06-30,plan_created,11
E00348,U016,2025-06-30,plan_shared,3
E00349,U016,2025-06-30,plan_viewed,5
E00350,U016,2025-06-23,feedback_given,11
E00351,U016,2025-06-23,plan_created,9
E00352,U016,2025-01-13,plan_viewed,9
E00353,U016,2024-12-23,login,7
E00354,U016,2025-06-16,plan_created,8
E00355,U016,2025-06-16,login,10
E00356,U016,2025-02-17,plan_shared,8
E00357,U016,2025-02-17,plan_created,5
E00358,U016,2025-02-17,feedback_given,10
E00359,U016,2025-02-03,feedback_given,4
E00360,U016,2025-02-03,plan_viewed,10
E00361,U016,2025-02-03,login,9
E00362,U016,2025-02-17,plan_shared,12
E00363,U018,2024-10-21,plan_viewed,2
E00364,U018,2024-08-05,plan_created,9
E00365,U018,2024-08-05,plan_shared,5
E00366,U018,2024-08-05,plan_viewed,7
E00367,U018,2024-05-13,login,6
E00368,U018,2024-05-13,plan_viewed,11
E00369,U018,2024-05-13,feedback_given,5
E00370,U018,2024-08-26,plan_shared,6
E00371,U018,2024-08-26,plan_viewed,4
E00372,U018,2024-09-02,plan_viewed,3
E00373,U018,2024-09-02,plan_created,11
E00374,U018,2024-09-02,login,1
E00375,U018,2024-11-04,plan_created,11
E00376,U018,2024-11-04,login,3
E00377,U018,2024-08-12,feedback_given,2
E00378,U018,2024-08-12,login,11
E00379,U018,2024-08-12,plan_viewed,11
E00380,U018,2024-03-11,plan_created,2
E00381,U018,2024-03-11,feedback_given,6
E00382,U018,2024-03-11,plan_viewed,7
E00383,U018,2024-11-04,feedback_given,12
E00384,U018,2024-11-04,plan_shared,1
E00385,U018,2024-04-01,plan_viewed,8
E00386,U018,2024-04-01,plan_shared,1
E00387,U018,2024-05-20,plan_created,12
E00388,U018,2024-05-20,plan_viewed,6
E00389,U018,2024-05-20,feedback_given,4
E00390,U018,2024-03-18,plan_viewed,8
E00391,U018,2024-03-18,plan_shared,6
E00392,U018,2024-03-18,plan_created,1
E00393,U018,2024-06-10,login,1
E00394,U018,2024-06-10,plan_shared,4
E00395,U018,2024-11-18,plan_created,10
E00396,U018,2024-11-18,plan_viewed,9
E00397,U018,2024-09-16,login,4
E00398,U018,2024-10-21,login,10
E00399,U018,2024-10-21,plan_shared,3
E00400,U018,2024-10-21,plan_created,12
E00401,U018,2024-03-11,plan_viewed,10
E00402,U018,2024-05-20,plan_viewed,1
E00403,U018,2024-05-20,plan_shared,12
E00404,U018,2024-05-20,login,11
E00405,U018,2024-10-07,plan_viewed,7
E00406,U018,2024-10-07,feedback_given,11
E00407,U018,2024-10-07,plan_created,11
E00408,U019,2024-12-30,feedback_given,5
E00409,U019,2024-12-30,login,2
E00410,U019,2025-07-28,feedback_given,9
E00411,U019,2025-07-28,plan_viewed,1
E00412,U019,2025-03-17,plan_viewed,7
E00413,U019,2025-08-04,plan_viewed,7
E00414,U019,2025-08-04,plan_created,4
E00415,U019,2025-05-05,login,1
E00416,U019,2025-03-17,feedback_given,4
E00417,U019,2025-03-17,plan_created,3
E00418,U019,2025-03-17,login,6
E00419,U019,2025-04-21,plan_created,1
E00420,U019,2025-07-07,plan_created,5
E00421,U019,2025-07-07,plan_viewed,4
E00422,U019,2025-01-20,plan_shared,1
E00423,U019,2025-01-20,plan_viewed,6
E00424,U019,2025-07-28,plan_created,10
E00425,U019,2025-09-08,plan_created,10
E00426,U019,2025-09-08,feedback_given,2
E00427,U019,2025-01-13,plan_created,7
E00428,U019,2025-04-28,plan_created,8
E00429,U019,2025-04-28,plan_shared,1
E00430,U019,2025-04-28,login,5
E00431,U019,2025-09-08,feedback_given,11
E00432,U019,2025-09-08,plan_created,1
E00433,U019,2025-09-08,login,9
E00434,U019,2024-12-30,feedback_given,2
E00435,U019,2024-12-30,login,10
E00436,U019,2025-06-09,login,11
E00437,U019,2025-09-08,feedback_given,7
E00438,U019,2025-06-30,login,6
E00439,U019,2025-06-30,plan_created,11
E00440,U019,2024-12-16,login,10
E00441,U019,2024-12-16,plan_viewed,4
E00442,U019,2025-01-20,plan_created,10
E00443,U019,2025-01-06,plan_shared,9
E00444,U019,2025-01-06,login,5
E00445,U019,2025-01-06,plan_viewed,6
E00446,U019,2025-06-09,login,3
E00447,U019,2025-06-09,feedback_given,4
E00448,U020,2024-06-03,plan_shared,5
E00449,U020,2025-02-03,login,5
E00450,U020,2025-02-03,plan_viewed,10
E00451,U020,2025-01-13,plan_shared,8
E00452,U020,2024-09-30,plan_viewed,1
E00453,U020,2024-09-30,login,9
E00454,U020,2024-09-30,plan_shared,10
E00455,U020,2024-07-22,plan_shared,9
E00456,U020,2025-01-20,feedback_given,6
E00457,U021,2025-01-27,plan_shared,4
E00458,U021,2025-01-27,plan_created,11
E00459,U021,2025-01-27,login,8
E00460,U021,2025-05-26,plan_viewed,5
E00461,U021,2025-05-26,login,7
E00462,U021,2025-05-26,feedback_given,6
E00463,U021,2025-01-13,feedback_given,1
E00464,U021,2025-06-09,plan_created,11
E00465,U021,2025-02-10,plan_shared,4
E00466,U021,2025-02-10,feedback_given,4
E00467,U021,2025-02-10,plan_viewed,8
E00468,U021,2025-03-31,feedback_given,3
E00469,U021,2025-03-31,plan_shared,1
E00470,U021,2025-03-31,login,6
E00471,U021,2024-11-04,plan_viewed,1
E00472,U021,2025-07-07,plan_shared,5
E00473,U022,2024-12-16,login,1
E00474,U022,2024-12-16,plan_viewed,4
E00475,U022,2024-12-16,plan_created,4
E00476,U022,2025-01-27,plan_shared,5
E00477,U022,2024-12-09,login,3
E00478,U022,2024-12-09,plan_shared,4
E00479,U022,2024-09-30,plan_viewed,2
E00480,U022,2024-09-30,plan_shared,2
E00481,U022,2024-09-30,feedback_given,6
E00482,U022,2024-09-30,plan_viewed,4
E00483,U022,2025-02-03,plan_shared,6
E00484,U022,2025-02-03,plan_viewed,11
E00485,U022,2024-12-02,login,2
E00486,U022,2024-12-02,feedback_given,2
E00487,U022,2024-12-02,plan_viewed,3
E00488,U022,2024-11-18,plan_shared,9
E00489,U022,2025-03-10,plan_viewed,7
E00490,U022,2025-03-10,login,11
E00491,U022,2025-03-10,feedback_given,4
E00492,U022,2024-10-07,login,5
E00493,U022,2024-10-07,plan_shared,3
E00494,U022,2024-10-07,plan_viewed,6
E00495,U022,2025-01-06,plan_viewed,3
E00496,U022,2025-05-05,feedback_given,2
E00497,U022,2025-05-05,plan_shared,8
E00498,U022,2025-05-05,plan_viewed,11
E00499,U022,2025-06-23,plan_shared,9
E00500,U022,2025-03-10,login,9
E00501,U022,2025-03-10,plan_viewed,8
E00502,U022,2025-03-10,plan_shared,3
E00503,U022,2025-02-10,plan_viewed,8
E00504,U022,2025-02-10,feedback_given,8
E00505,U022,2025-02-10,login,5
E00506,U022,2025-06-09,login,4
E00507,U022,2025-06-09,plan_created,4
E00508,U023,2025-06-09,feedback_given,4
E00509,U023,2025-04-07,feedback_given,6
E00510,U023,2025-04-07,plan_shared,5
E00511,U023,2025-07-28,plan_shared,2
E00512,U023,2025-03-31,login,4
E00513,U023,2025-03-31,plan_viewed,10
E00514,U023,2024-12-09,login,7
E00515,U023,2024-12-09,plan_viewed,8
E00516,U023,2025-06-16,feedback_given,8
E00517,U023,2025-06-16,plan_viewed,6
E00518,U023,2025-03-24,plan_created,8
E00519,U023,2025-03-24,plan_shared,4
E00520,U023,2025-03-17,plan_created,5
E00521,U023,2025-03-17,plan_viewed,9
E00522,U023,2025-03-17,login,9
E00523,U024,2024-08-19,plan_shared,2
E00524,U024,2024-08-19,plan_created,2
E00525,U024,2024-12-23,login,4
E00526,U024,2024-12-09,plan_viewed,5
E00527,U024,2024-11-25,plan_viewed,10
E00528,U024,2024-11-25,plan_shared,3
E00529,U024,2024-11-25,login,12
E00530,U024,2025-03-10,plan_created,5
E00531,U024,2025-03-10,plan_viewed,6
E00532,U024,2025-01-06,login,8
E00533,U024,2025-01-06,plan_created,11
E00534,U024,2025-02-24,feedback_given,4
E00535,U024,2024-10-21,plan_shared,9
E00536,U024,2024-10-21,feedback_given,10
E00537,U024,2024-10-21,plan_created,9
E00538,U024,2025-02-03,feedback_given,6
E00539,U024,2025-02-03,plan_viewed,4
E00540,U024,2025-02-03,plan_created,7
E00541,U024,2025-01-13,feedback_given,8
E00542,U024,2025-03-17,plan_viewed,3
E00543,U024,2025-03-24,plan_viewed,12
E00544,U024,2024-07-15,plan_viewed,4
E00545,U024,2024-07-15,login,7
E00546,U024,2025-01-20,feedback_given,10
E00547,U024,2025-01-20,plan_viewed,1
E00548,U024,2025-01-20,plan_shared,10
E00549,U024,2024-07-29,plan_shared,6
E00550,U024,2025-03-24,login,4
E00551,U024,2025-03-24,feedback_given,7
E00552,U024,2025-03-24,plan_shared,2
E00553,U024,2025-03-10,plan_shared,2
E00554,U024,2025-03-10,feedback_given,6
E00555,U024,2025-03-24,plan_viewed,3
E00556,U024,2025-03-24,plan_created,2
E00557,U024,2025-03-17,plan_created,12
E00558,U025,2024-08-05,plan_shared,4
E00559,U025,2024-01-29,plan_viewed,4
E00560,U025,2024-01-29,plan_shared,5
E00561,U025,2024-08-19,feedback_given,1
E00562,U025,2024-06-10,plan_created,7
E00563,U025,2024-06-10,plan_shared,7
E00564,U025,2024-06-10,feedback_given,3
E00565,U025,2024-02-19,login,7
E00566,U025,2024-07-29,plan_created,3
E00567,U025,2024-07-29,feedback_given,4
E00568,U025,2024-07-29,login,5
E00569,U025,2024-07-08,feedback_given,10
E00570,U025,2024-07-08,plan_shared,5
E00571,U025,2024-07-08,plan_viewed,10
E00572,U025,2024-03-25,feedback_given,1
E00573,U025,2024-03-25,plan_viewed,3
E00574,U025,2024-03-25,plan_created,8
E00575,U025,2024-01-29,login,9
E00576,U025,2024-01-29,plan_shared,6
E00577,U025,2024-09-09,feedback_given,10
E00578,U025,2024-09-09,login,1
E00579,U025,2024-02-05,feedback_given,12
E00580,U025,2024-02-05,plan_viewed,12
E00581,U025,2024-05-13,login,7
E00582,U025,2024-05-13,plan_shared,4
E00583,U025,2024-03-18,feedback_given,11
E00584,U025,2024-03-18,login,3
E00585,U025,2024-03-18,plan_shared,12
E00586,U025,2024-09-09,feedback_given,12
E00587,U025,2024-01-15,plan_shared,5
E00588,U025,2024-10-07,plan_viewed,12
E00589,U025,2024-10-07,plan_created,12
E00590,U025,2024-10-07,login,4
E00591,U025,2024-08-05,login,6
E00592,U025,2024-08-05,plan_created,2
E00593,U025,2024-02-12,plan_viewed,3
E00594,U025,2024-02-12,feedback_given,5
E00595,U025,2024-02-12,plan_shared,4
E00596,U025,2024-08-12,feedback_given,1
E00597,U025,2024-01-29,feedback_given,12
E00598,U025,2024-01-29,login,7
E00599,U025,2024-01-29,plan_shared,4
E00600,U025,2024-06-24,plan_created,5
E00601,U027,2024-05-27,feedback_given,8
E00602,U027,2024-05-27,login,2
E00603,U027,2024-05-06,plan_shared,8
E00604,U027,2024-05-06,feedback_given,5
E00605,U027,2024-05-06,plan_created,3
E00606,U027,2024-06-10,login,2
E00607,U027,2024-06-17,plan_created,3
E00608,U027,2024-06-17,feedback_given,2
E00609,U027,2024-04-01,plan_viewed,6
E00610,U027,2024-04-01,plan_shared,3
E00611,U027,2024-04-01,feedback_given,4
E00612,U028,2025-02-17,login,12
E00613,U028,2025-02-17,plan_shared,1
E00614,U028,2025-02-17,feedback_given,11
E00615,U028,2025-09-22,plan_created,5
E00616,U028,2025-09-22,feedback_given,8
E00617,U028,2025-09-22,plan_viewed,1
E00618,U028,2025-10-27,plan_created,7
E00619,U028,2025-04-28,plan_viewed,4
E00620,U028,2025-04-28,plan_created,7
E00621,U028,2025-02-10,plan_viewed,4
E00622,U028,2025-03-03,plan_created,11
E00623,U028,2025-04-14,plan_shared,9
E00624,U028,2025-04-14,plan_created,2
E00625,U028,2025-04-14,login,6
E00626,U028,2025-06-23,plan_shared,7
E00627,U028,2025-06-23,login,7
E00628,U028,2025-06-23,plan_viewed,2
E00629,U028,2025-05-12,plan_created,6
E00630,U028,2025-06-23,plan_created,7
E00631,U028,2025-06-23,feedback_given,4
E00632,U028,2025-08-25,plan_created,11
E00633,U028,2025-06-02,login,2
E00634,U028,2025-06-02,plan_viewed,4
E00635,U028,2025-06-02,plan_created,7
E00636,U028,2025-06-16,feedback_given,9
E00637,U028,2025-06-16,plan_created,10
E00638,U028,2025-06-16,plan_viewed,3
E00639,U028,2025-05-26,login,6
E00640,U028,2025-11-10,feedback_given,3
E00641,U028,2025-11-10,plan_shared,11
E00642,U028,2025-11-10,login,12
E00643,U028,2025-06-23,feedback_given,1
E00644,U028,2025-06-23,plan_created,10
E00645,U028,2025-06-23,plan_shared,10
E00646,U028,2025-08-18,login,9
E00647,U028,2025-08-18,plan_shared,10
E00648,U028,2025-02-03,plan_created,10
E00649,U028,2025-03-24,plan_shared,4
E00650,U028,2025-03-24,feedback_given,10
E00651,U028,2025-03-10,plan_shared,6
E00652,U028,2025-09-08,plan_shared,7
E00653,U028,2025-09-08,login,4
E00654,U028,2025-02-17,login,8
E00655,U029,2025-01-20,plan_viewed,9
E00656,U029,2025-01-20,plan_created,7
E00657,U029,2025-03-31,plan_shared,12
